country	continent
El_Salvador	Americas
Equatorial_Guinea	Africa
Equatorial_Guinea	Africa
Equatorial_Guinea	Africa
Equatorial_Guinea	Africa
Equatorial_Guinea	Africa
Equatorial_Guinea	Africa
Equatorial_Guinea	Africa
Equatorial_Guinea	Africa
Equatorial_Guinea	Africa
Equatorial_Guinea	Africa
Equatorial_Guinea	Africa
Equatorial_Guinea	Africa
Eritrea	Africa
Eritrea	Africa
Eritrea	Africa
Eritrea	Africa
Eritrea	Africa
Eritrea	Africa
Eritrea	Africa
Eritrea	Africa
Eritrea	Africa
Eritrea	Africa
Eritrea	Africa
Eritrea	Africa
Ethiopia	Africa
Ethiopia	Africa
Ethiopia	Africa
Ethiopia	Africa
Ethiopia	Africa
Ethiopia	Africa
Ethiopia	Africa
Ethiopia	Africa
Ethiopia	Africa
Ethiopia	Africa
Ethiopia	Africa
Ethiopia	Africa
Finland	Europe
Finland	Europe
Finland	Europe
Finland	Europe
Finland	Europe
Finland	Europe
Finland	Europe
Finland	Europe
Finland	Europe
Finland	Europe
Finland	Europe
Finland	Europe
France	Europe
France	Europe
France	Europe
France	Europe
France	Europe
France	Europe
France	Europe
France	Europe
France	Europe
France	Europe
France	Europe
France	Europe
Gabon	Africa
Gabon	Africa
Gabon	Africa
Gabon	Africa
Gabon	Africa
Gabon	Africa
Gabon	Africa
Gabon	Africa
Gabon	Africa
Gabon	Africa
Gabon	Africa
Gabon	Africa
Gambia	Africa
Gambia	Africa
Gambia	Africa
Gambia	Africa
Gambia	Africa
Gambia	Africa
Gambia	Africa
Gambia	Africa
Gambia	Africa
Gambia	Africa
Gambia	Africa
Gambia	Africa
Germany	Europe
Germany	Europe
Germany	Europe
Germany	Europe
Germany	Europe
Germany	Europe
Germany	Europe
Germany	Europe
Germany	Europe
Germany	Europe
Germany	Europe
Germany	Europe
Ghana	Africa
Ghana	Africa
Ghana	Africa
Ghana	Africa
Ghana	Africa
Ghana	Africa
Ghana	Africa
Ghana	Africa
Ghana	Africa
Ghana	Africa
Ghana	Africa
Ghana	Africa
Greece	Europe
Greece	Europe
Greece	Europe
Greece	Europe
Greece	Europe
Greece	Europe
Greece	Europe
Greece	Europe
Greece	Europe
Greece	Europe
Greece	Europe
Greece	Europe
Guatemala	Americas
Guatemala	Americas
Guatemala	Americas
Guatemala	Americas
Guatemala	Americas
Guatemala	Americas
Guatemala	Americas
Guatemala	Americas
Guatemala	Americas
Guatemala	Americas
Guatemala	Americas
Guatemala	Americas
Guinea	Africa
Guinea	Africa
Guinea	Africa
Guinea	Africa
Guinea	Africa
Guinea	Africa
Guinea	Africa
Guinea	Africa
Guinea	Africa
Guinea	Africa
Guinea	Africa
Guinea	Africa
Guinea-Bissau	Africa
Guinea-Bissau	Africa
Guinea-Bissau	Africa
Guinea-Bissau	Africa
Guinea-Bissau	Africa
Guinea-Bissau	Africa
Guinea-Bissau	Africa
Guinea-Bissau	Africa
Guinea-Bissau	Africa
Guinea-Bissau	Africa
Guinea-Bissau	Africa
Guinea-Bissau	Africa
Haiti	Americas
Haiti	Americas
Haiti	Americas
Haiti	Americas
Haiti	Americas
Haiti	Americas
Haiti	Americas
Haiti	Americas
Haiti	Americas
Haiti	Americas
Haiti	Americas
Haiti	Americas
Honduras	Americas
Honduras	Americas
Honduras	Americas
Honduras	Americas
Honduras	Americas
Honduras	Americas
Honduras	Americas
Honduras	Americas
Honduras	Americas
Honduras	Americas
Honduras	Americas
Honduras	Americas
Hong_Kong_China	Asia
Hong_Kong_China	Asia
Hong_Kong_China	Asia
Hong_Kong_China	Asia
Hong_Kong_China	Asia
Hong_Kong_China	Asia
Hong_Kong_China	Asia
Hong_Kong_China	Asia
Hong_Kong_China	Asia
Hong_Kong_China	Asia
Hong_Kong_China	Asia
Hong_Kong_China	Asia
Hungary	Europe
Hungary	Europe
Hungary	Europe
Hungary	Europe
Hungary	Europe
Hungary	Europe
Hungary	Europe
Hungary	Europe
Hungary	Europe
Hungary	Europe
Hungary	Europe
Hungary	Europe
Iceland	Europe
Iceland	Europe
Iceland	Europe
Iceland	Europe
Iceland	Europe
Iceland	Europe
Iceland	Europe
Iceland	Europe
Iceland	Europe
Iceland	Europe
Iceland	Europe
Iceland	Europe
India	Asia
India	Asia
India	Asia
India	Asia
India	Asia
India	Asia
India	Asia
India	Asia
India	Asia
India	Asia
India	Asia
India	Asia
Indonesia	Asia
Indonesia	Asia
Indonesia	Asia
Indonesia	Asia
Indonesia	Asia
Indonesia	Asia
Indonesia	Asia
Indonesia	Asia
Indonesia	Asia
Indonesia	Asia
Indonesia	Asia
Indonesia	Asia
Iran	Asia
Iran	Asia
Iran	Asia
Iran	Asia
Iran	Asia
Iran	Asia
Iran	Asia
Iran	Asia
Iran	Asia
Iran	Asia
Iran	Asia
Iran	Asia
Iraq	Asia
Iraq	Asia
Iraq	Asia
Iraq	Asia
Iraq	Asia
Iraq	Asia
Iraq	Asia
Iraq	Asia
Iraq	Asia
Iraq	Asia
Iraq	Asia
Iraq	Asia
Ireland	Europe
Ireland	Europe
Ireland	Europe
Ireland	Europe
Ireland	Europe
Ireland	Europe
Ireland	Europe
Ireland	Europe
Ireland	Europe
Ireland	Europe
Ireland	Europe
Ireland	Europe
Israel	Asia
Israel	Asia
Israel	Asia
Israel	Asia
Israel	Asia
Israel	Asia
Israel	Asia
Israel	Asia
Israel	Asia
Israel	Asia
Israel	Asia
Israel	Asia
Italy	Europe
Italy	Europe
Italy	Europe
Italy	Europe
Italy	Europe
Italy	Europe
Italy	Europe
Italy	Europe
Italy	Europe
Italy	Europe
Italy	Europe
Italy	Europe
Jamaica	Americas
Jamaica	Americas
Jamaica	Americas
Jamaica	Americas
Jamaica	Americas
Jamaica	Americas
Jamaica	Americas
Jamaica	Americas
Jamaica	Americas
Jamaica	Americas
Jamaica	Americas
Jamaica	Americas
Japan	Asia
Japan	Asia
Japan	Asia
Japan	Asia
Japan	Asia
Japan	Asia
Japan	Asia
Japan	Asia
Japan	Asia
Japan	Asia
Japan	Asia
Japan	Asia
Jordan	Asia
Jordan	Asia
Jordan	Asia
Jordan	Asia
Jordan	Asia
Jordan	Asia
Jordan	Asia
Jordan	Asia
Jordan	Asia
Jordan	Asia
Jordan	Asia
Jordan	Asia
Kenya	Africa
Kenya	Africa
Kenya	Africa
Kenya	Africa
Kenya	Africa
Kenya	Africa
Kenya	Africa
Kenya	Africa
Kenya	Africa
Kenya	Africa
Kenya	Africa
Kenya	Africa
Korea_Dem_Rep	Asia
Korea_Dem_Rep	Asia
Korea_Dem_Rep	Asia
Korea_Dem_Rep	Asia
Korea_Dem_Rep	Asia
Korea_Dem_Rep	Asia
Korea_Dem_Rep	Asia
Korea_Dem_Rep	Asia
Korea_Dem_Rep	Asia
Korea_Dem_Rep	Asia
Korea_Dem_Rep	Asia
Korea_Dem_Rep	Asia
Korea_Rep	Asia
Korea_Rep	Asia
Korea_Rep	Asia
Korea_Rep	Asia
Korea_Rep	Asia
Korea_Rep	Asia
Korea_Rep	Asia
Korea_Rep	Asia
Korea_Rep	Asia
Korea_Rep	Asia
Korea_Rep	Asia
Korea_Rep	Asia
Kuwait	Asia
Kuwait	Asia
Kuwait	Asia
Kuwait	Asia
Kuwait	Asia
Kuwait	Asia
Kuwait	Asia
Kuwait	Asia
Kuwait	Asia
Kuwait	Asia
Kuwait	Asia
Kuwait	Asia
Lebanon	Asia
Lebanon	Asia
Lebanon	Asia
Lebanon	Asia
Lebanon	Asia
Lebanon	Asia
Lebanon	Asia
Lebanon	Asia
Lebanon	Asia
Lebanon	Asia
Lebanon	Asia
Lebanon	Asia
Lesotho	Africa
Lesotho	Africa
Lesotho	Africa
Lesotho	Africa
Lesotho	Africa
Lesotho	Africa
Lesotho	Africa
Lesotho	Africa
Lesotho	Africa
Lesotho	Africa
Lesotho	Africa
Lesotho	Africa
Liberia	Africa
Liberia	Africa
Liberia	Africa
Liberia	Africa
Liberia	Africa
Liberia	Africa
Liberia	Africa
Liberia	Africa
Liberia	Africa
Liberia	Africa
Liberia	Africa
Liberia	Africa
Libya	Africa
Libya	Africa
Libya	Africa
Libya	Africa
Libya	Africa
Libya	Africa
Libya	Africa
Libya	Africa
Libya	Africa
Libya	Africa
Libya	Africa
Libya	Africa
Madagascar	Africa
Madagascar	Africa
Madagascar	Africa
Madagascar	Africa
Madagascar	Africa
Madagascar	Africa
Madagascar	Africa
Madagascar	Africa
Madagascar	Africa
Madagascar	Africa
Madagascar	Africa
Madagascar	Africa
Malawi	Africa
Malawi	Africa
Malawi	Africa
Malawi	Africa
Malawi	Africa
Malawi	Africa
Malawi	Africa
Malawi	Africa
Malawi	Africa
Malawi	Africa
Malawi	Africa
Malawi	Africa
Malaysia	Asia
Malaysia	Asia
Malaysia	Asia
Malaysia	Asia
Malaysia	Asia
Malaysia	Asia
Malaysia	Asia
Malaysia	Asia
Malaysia	Asia
Malaysia	Asia
Malaysia	Asia
Malaysia	Asia
Mali	Africa
Mali	Africa
Mali	Africa
Mali	Africa
Mali	Africa
Mali	Africa
Mali	Africa
Mali	Africa
Mali	Africa
Mali	Africa
Mali	Africa
Mali	Africa
Mauritania	Africa
Mauritania	Africa
Mauritania	Africa
Mauritania	Africa
Mauritania	Africa
Mauritania	Africa
Mauritania	Africa
Mauritania	Africa
Mauritania	Africa
Mauritania	Africa
Mauritania	Africa
Mauritania	Africa
Mauritius	Africa
Mauritius	Africa
Mauritius	Africa
Mauritius	Africa
Mauritius	Africa
Mauritius	Africa
Mauritius	Africa
Mauritius	Africa
Mauritius	Africa
Mauritius	Africa
Mauritius	Africa
Mauritius	Africa
Mexico	Americas
Mexico	Americas
Mexico	Americas
Mexico	Americas
Mexico	Americas
Mexico	Americas
Mexico	Americas
Mexico	Americas
Mexico	Americas
Mexico	Americas
Mexico	Americas
Mexico	Americas
Mongolia	Asia
Mongolia	Asia
Mongolia	Asia
Mongolia	Asia
Mongolia	Asia
Mongolia	Asia
Mongolia	Asia
Mongolia	Asia
Mongolia	Asia
Mongolia	Asia
Mongolia	Asia
Mongolia	Asia
Montenegro	Europe
Montenegro	Europe
Montenegro	Europe
Montenegro	Europe
Montenegro	Europe
Montenegro	Europe
Montenegro	Europe
Montenegro	Europe
Montenegro	Europe
Montenegro	Europe
Montenegro	Europe
Montenegro	Europe
Morocco	Africa
Morocco	Africa
Morocco	Africa
Morocco	Africa
Morocco	Africa
Morocco	Africa
Morocco	Africa
Morocco	Africa
Morocco	Africa
Morocco	Africa
Morocco	Africa
Morocco	Africa
Mozambique	Africa
Mozambique	Africa
Mozambique	Africa
Mozambique	Africa
Mozambique	Africa
Mozambique	Africa
Mozambique	Africa
Mozambique	Africa
Mozambique	Africa
Mozambique	Africa
Mozambique	Africa
Mozambique	Africa
Myanmar	Asia
Myanmar	Asia
Myanmar	Asia
Myanmar	Asia
Myanmar	Asia
Myanmar	Asia
Myanmar	Asia
Myanmar	Asia
Myanmar	Asia
Myanmar	Asia
Myanmar	Asia
Myanmar	Asia
Namibia	Africa
Namibia	Africa
Namibia	Africa
Namibia	Africa
Namibia	Africa
Namibia	Africa
Namibia	Africa
Namibia	Africa
Namibia	Africa
Namibia	Africa
Namibia	Africa
Namibia	Africa
Nepal	Asia
Nepal	Asia
Nepal	Asia
Nepal	Asia
Nepal	Asia
Nepal	Asia
Nepal	Asia
Nepal	Asia
Nepal	Asia
Nepal	Asia
Nepal	Asia
Nepal	Asia
Netherlands	Europe
Netherlands	Europe
Netherlands	Europe
Netherlands	Europe
Netherlands	Europe
Netherlands	Europe
Netherlands	Europe
Netherlands	Europe
Netherlands	Europe
Netherlands	Europe
Netherlands	Europe
Netherlands	Europe
New_Zealand	Oceania
New_Zealand	Oceania
New_Zealand	Oceania
New_Zealand	Oceania
New_Zealand	Oceania
New_Zealand	Oceania
New_Zealand	Oceania
New_Zealand	Oceania
New_Zealand	Oceania
New_Zealand	Oceania
New_Zealand	Oceania
New_Zealand	Oceania
Nicaragua	Americas
Nicaragua	Americas
Nicaragua	Americas
Nicaragua	Americas
Nicaragua	Americas
Nicaragua	Americas
Nicaragua	Americas
Nicaragua	Americas
Nicaragua	Americas
Nicaragua	Americas
Nicaragua	Americas
Nicaragua	Americas
Niger	Africa
Niger	Africa
Niger	Africa
Niger	Africa
Niger	Africa
Niger	Africa
Niger	Africa
Niger	Africa
Niger	Africa
Niger	Africa
Niger	Africa
Niger	Africa
Nigeria	Africa
Nigeria	Africa
Nigeria	Africa
Nigeria	Africa
Nigeria	Africa
Nigeria	Africa
Nigeria	Africa
Nigeria	Africa
Nigeria	Africa
Nigeria	Africa
Nigeria	Africa
Nigeria	Africa
Norway	Europe
Norway	Europe
Norway	Europe
Norway	Europe
Norway	Europe
Norway	Europe
Norway	Europe
Norway	Europe
Norway	Europe
Norway	Europe
Norway	Europe
Norway	Europe
Oman	Asia
Oman	Asia
Oman	Asia
Oman	Asia
Oman	Asia
Oman	Asia
Oman	Asia
Oman	Asia
Oman	Asia
Oman	Asia
Oman	Asia
Oman	Asia
Pakistan	Asia
Pakistan	Asia
Pakistan	Asia
Pakistan	Asia
Pakistan	Asia
Pakistan	Asia
Pakistan	Asia
Pakistan	Asia
Pakistan	Asia
Pakistan	Asia
Pakistan	Asia
Pakistan	Asia
Panama	Americas
Panama	Americas
Panama	Americas
Panama	Americas
Panama	Americas
Panama	Americas
Panama	Americas
Panama	Americas
Panama	Americas
Panama	Americas
Panama	Americas
Panama	Americas
Paraguay	Americas
Paraguay	Americas
Paraguay	Americas
Paraguay	Americas
Paraguay	Americas
Paraguay	Americas
Paraguay	Americas
Paraguay	Americas
Paraguay	Americas
Paraguay	Americas
Paraguay	Americas
Paraguay	Americas
Peru	Americas
Peru	Americas
Peru	Americas
Peru	Americas
Peru	Americas
Peru	Americas
Peru	Americas
Peru	Americas
Peru	Americas
Peru	Americas
Peru	Americas
Peru	Americas
Philippines	Asia
Philippines	Asia
Philippines	Asia
Philippines	Asia
Philippines	Asia
Philippines	Asia
Philippines	Asia
Philippines	Asia
Philippines	Asia
Philippines	Asia
Philippines	Asia
Philippines	Asia
Poland	Europe
Poland	Europe
Poland	Europe
Poland	Europe
Poland	Europe
Poland	Europe
Poland	Europe
Poland	Europe
Poland	Europe
Poland	Europe
Poland	Europe
Poland	Europe
Portugal	Europe
Portugal	Europe
Portugal	Europe
Portugal	Europe
Portugal	Europe
Portugal	Europe
Portugal	Europe
Portugal	Europe
Portugal	Europe
Portugal	Europe
Portugal	Europe
Portugal	Europe
Puerto_Rico	Americas
Puerto_Rico	Americas
Puerto_Rico	Americas
Puerto_Rico	Americas
Puerto_Rico	Americas
Puerto_Rico	Americas
Puerto_Rico	Americas
Puerto_Rico	Americas
Puerto_Rico	Americas
Puerto_Rico	Americas
Puerto_Rico	Americas
Puerto_Rico	Americas
Reunion	Africa
Reunion	Africa
Reunion	Africa
Reunion	Africa
Reunion	Africa
Reunion	Africa
Reunion	Africa
Reunion	Africa
Reunion	Africa
Reunion	Africa
Reunion	Africa
Reunion	Africa
Romania	Europe
Romania	Europe
Romania	Europe
Romania	Europe
Romania	Europe
Romania	Europe
Romania	Europe
Romania	Europe
Romania	Europe
Romania	Europe
Romania	Europe
Romania	Europe
Rwanda	Africa
Rwanda	Africa
Rwanda	Africa
Rwanda	Africa
Rwanda	Africa
Rwanda	Africa
Rwanda	Africa
Rwanda	Africa
Rwanda	Africa
Rwanda	Africa
Rwanda	Africa
Rwanda	Africa
Sao_Tome_and_Principe	Africa
Sao_Tome_and_Principe	Africa
Sao_Tome_and_Principe	Africa
Sao_Tome_and_Principe	Africa
Sao_Tome_and_Principe	Africa
Sao_Tome_and_Principe	Africa
Sao_Tome_and_Principe	Africa
Sao_Tome_and_Principe	Africa
Sao_Tome_and_Principe	Africa
Sao_Tome_and_Principe	Africa
Sao_Tome_and_Principe	Africa
Sao_Tome_and_Principe	Africa
Saudi_Arabia	Asia
Saudi_Arabia	Asia
Saudi_Arabia	Asia
Saudi_Arabia	Asia
Saudi_Arabia	Asia
Saudi_Arabia	Asia
Saudi_Arabia	Asia
Saudi_Arabia	Asia
Saudi_Arabia	Asia
Saudi_Arabia	Asia
Saudi_Arabia	Asia
Saudi_Arabia	Asia
Senegal	Africa
Senegal	Africa
Senegal	Africa
Senegal	Africa
Senegal	Africa
Senegal	Africa
Senegal	Africa
Senegal	Africa
Senegal	Africa
Senegal	Africa
Senegal	Africa
Senegal	Africa
Serbia	Europe
Serbia	Europe
Serbia	Europe
Serbia	Europe
Serbia	Europe
Serbia	Europe
Serbia	Europe
Serbia	Europe
Serbia	Europe
Serbia	Europe
Serbia	Europe
Serbia	Europe
Sierra_Leone	Africa
Sierra_Leone	Africa
Sierra_Leone	Africa
Sierra_Leone	Africa
Sierra_Leone	Africa
Sierra_Leone	Africa
Sierra_Leone	Africa
Sierra_Leone	Africa
Sierra_Leone	Africa
Sierra_Leone	Africa
Sierra_Leone	Africa
Sierra_Leone	Africa
Singapore	Asia
Singapore	Asia
Singapore	Asia
Singapore	Asia
Singapore	Asia
Singapore	Asia
Singapore	Asia
Singapore	Asia
Singapore	Asia
Singapore	Asia
Singapore	Asia
Singapore	Asia
Slovak_Republic	Europe
Slovak_Republic	Europe
Slovak_Republic	Europe
Slovak_Republic	Europe
Slovak_Republic	Europe
Slovak_Republic	Europe
Slovak_Republic	Europe
Slovak_Republic	Europe
Slovak_Republic	Europe
Slovak_Republic	Europe
Slovak_Republic	Europe
Slovak_Republic	Europe
Slovenia	Europe
Slovenia	Europe
Slovenia	Europe
Slovenia	Europe
Slovenia	Europe
Slovenia	Europe
Slovenia	Europe
Slovenia	Europe
Slovenia	Europe
Slovenia	Europe
Slovenia	Europe
Slovenia	Europe
Somalia	Africa
Somalia	Africa
Somalia	Africa
Somalia	Africa
Somalia	Africa
Somalia	Africa
Somalia	Africa
Somalia	Africa
Somalia	Africa
Somalia	Africa
Somalia	Africa
Somalia	Africa
South_Africa	Africa
South_Africa	Africa
South_Africa	Africa
South_Africa	Africa
South_Africa	Africa
South_Africa	Africa
South_Africa	Africa
